ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min)
0xc76e ,KNPRES17DEL02 ,31,3.2,26.483042,80.317833,26.563042,80.397833,16-02-2022,23:40:00,23:50:00,conditions Sunny,Low ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 32
0x59a ,INDORES08DEL03 ,NaN ,NaN ,-22.725748,75.898497,22.755747,75.928497,21-03-2022,NaN ,22:05:00,conditions Stormy,Jam ,1,Buffet ,scooter ,1,No ,Metropolitian ,(min) 16
0x7046 ,CHENRES15DEL02 ,35,4.1,13.026286,80.275235,13.156286,80.405235,02-03-2022,23:30:00,23:45:00,conditions Cloudy,Low ,0,Meal ,motorcycle ,0,No ,Urban ,(min) 39
0x1ac8 ,JAPRES010DEL03 ,31,4.7,26.921411,75.793604,26.981411,75.853604,01-04-2022,22:35:00,22:50:00,conditions Fog,Low ,1,Drinks ,scooter ,0,No ,Urban ,(min) 15
0x20a9 ,MYSRES02DEL01 ,31,4,12.304569,76.643622,12.374569,76.713622,04-04-2022,18:10:00,18:15:00,conditions Cloudy,Medium ,1,Meal ,scooter ,2,No ,Metropolitian ,(min) 37
0x47af ,VADRES04DEL03 ,20,4.7,0.0,0.0,0.03,0.03,01-03-2022,18:25:00,18:35:00,conditions Fog,Medium ,2,Buffet ,motorcycle ,0,No ,Urban ,(min) 17
0xbdf0 ,VADRES18DEL01 ,31,4.3,0.0,0.0,0.07,0.07,31-03-2022,21:20:00,21:35:00,conditions Fog,Jam ,1,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 38
0xe0e4 ,ALHRES08DEL02 ,27,4.8,25.450329,81.834279,25.580329,81.964279,12-02-2022,22:45:00,23:00:00,conditions Cloudy,Low ,1,Snack ,scooter ,1,No ,Metropolitian ,(min) 26
0x9e79 ,JAPRES11DEL03 ,31,4.6,26.90294,75.793007,26.99294,75.883007,06-04-2022,22:20:00,22:30:00,conditions Sandstorms,Low ,2,Drinks ,motorcycle ,1,No ,Urban ,(min) 17
0xc5ae ,AURGRES06DEL01 ,37,4,19.874449,75.360232,19.914449,75.400232,15-02-2022,14:45:00,14:50:00,conditions Windy,High ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 43
0x98e0 ,COIMBRES06DEL02 ,37,4.8,11.021278,76.995017,11.101278,77.075017,08-03-2022,21:40:00,21:45:00,conditions Stormy,Jam ,1,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 27
0x6606 ,VADRES11DEL02 ,38,4.6,22.308096,73.167753,22.328096,73.187753,26-03-2022,08:30:00,08:45:00,conditions Windy,Low ,2,Buffet ,electric_scooter ,1,No ,Metropolitian ,(min) 25
0xa8db ,RANCHIRES12DEL03 ,33,4.6,0.0,0.0,0.09,0.09,25-03-2022,18:25:00,18:40:00,conditions Fog,Medium ,0,Meal ,motorcycle ,3,Yes ,Metropolitian ,(min) 47
0x73d4 ,CHENRES01DEL01 ,30,4.8,13.005801,80.250744,13.015801,80.260744,21-03-2022,10:55:00,11:10:00,conditions Windy,Low ,1,Drinks ,scooter ,1,No ,Metropolitian ,(min) 27
0x3ea5 ,CHENRES010DEL03 ,24,4.8,13.066762,80.251865,13.126762,80.311865,01-03-2022,23:35:00,23:45:00,conditions Sunny,Low ,2,Meal ,scooter ,0,No ,Metropolitian ,(min) 24
0x62b7 ,BANGRES19DEL03 ,23,4.8,12.914264,77.6784,12.944264,77.7084,09-03-2022,18:10:00,18:20:00,conditions Sandstorms,Medium ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 28
0x7c97 ,COIMBRES03DEL02 ,24,2.8,11.025083,77.015393,11.105083,77.095393,18-03-2022,22:55:00,23:05:00,conditions Sunny,Low ,2,Buffet ,scooter ,1,No ,Metropolitian ,(min) 42
0x10b1 ,HYDRES02DEL01 ,33,4.6,17.41233,78.449654,17.48233,78.519654,08-03-2022,18:00:00,18:10:00,conditions Cloudy,Medium ,2,Snack ,motorcycle ,1,No ,Urban ,(min) 39
0x6c52 ,JAPRES19DEL02 ,30,3.8,26.913726,75.75282,27.043726,75.88282,16-03-2022,18:10:00,18:20:00,conditions Sandstorms,Medium ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 39
0x37e3 ,INDORES05DEL02 ,37,4.3,22.727021,75.884167,22.747021,75.904167,21-03-2022,11:20:00,11:30:00,conditions Fog,High ,2,Buffet ,electric_scooter ,1,No ,Metropolitian ,(min) 39
0x9bee ,MYSRES02DEL01 ,28,4.7,12.304569,76.643622,12.344569,76.683622,05-04-2022,16:00:00,16:15:00,conditions Cloudy,Medium ,0,Drinks ,motorcycle ,0,No ,Metropolitian ,(min) 25
0xb1bc ,MYSRES12DEL02 ,27,4.9,12.284747,76.625861,12.334747,76.675861,15-03-2022,19:10:00,19:20:00,conditions Windy,Jam ,1,Snack ,scooter ,0,No ,Metropolitian ,(min) 15
0xa0b4 ,BANGRES05DEL01 ,32,4.8,12.970324,77.645748,13.040324,77.715748,02-03-2022,22:50:00,23:00:00,conditions Windy,Low ,1,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 16
0x3cd8 ,COIMBRES15DEL01 ,38,3.7,11.006686,76.951736,11.076686,77.021736,06-04-2022,18:35:00,18:50:00,conditions Sandstorms,Medium ,2,Meal ,electric_scooter ,0,No ,Metropolitian ,(min) 35
0x3d50 ,MUMRES010DEL03 ,36,4.9,19.003517,72.82765,19.093517,72.91765,16-03-2022,17:55:00,18:10:00,conditions Sandstorms,Medium ,1,Meal ,scooter ,0,No ,Metropolitian ,(min) 22
0xdcaa ,AURGRES03DEL02 ,36,5,19.874733,75.353942,19.954733,75.433942,14-02-2022,19:35:00,19:40:00,conditions Sandstorms,Jam ,0,Meal ,motorcycle ,2,No ,Metropolitian ,(min) 43
0xb6bd ,JAPRES05DEL03 ,36,4.7,26.905287,75.794592,27.045287,75.934592,31-03-2022,21:50:00,21:55:00,conditions Cloudy,Jam ,0,Meal ,motorcycle ,0,Yes ,Metropolitian ,(min) 45
0x15d4 ,SURRES010DEL01 ,34,4.9,21.17106,72.789292,21.24106,72.859292,04-03-2022,20:15:00,20:30:00,conditions Stormy,Jam ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 37
0x53e1 ,MUMRES13DEL01 ,21,2.9,19.178321,72.834715,19.288321,72.944715,06-03-2022,23:30:00,23:40:00,conditions Sunny,Low ,1,Drinks ,scooter ,0,No ,Metropolitian ,(min) 40
0xad55 ,JAPRES17DEL02 ,20,4.9,26.892312,75.806896,27.022313,75.936896,04-03-2022,23:30:00,23:35:00,conditions Sandstorms,Low ,1,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 11
0x878a ,RANCHIRES010DEL02 ,36,4.5,23.354422,85.3329,23.484422,85.4629,16-03-2022,20:15:00,20:25:00,conditions Stormy,Jam ,1,Snack ,scooter ,1,No ,Metropolitian ,(min) 33
0x1f1e ,JAPRES18DEL02 ,34,5,26.913987,75.752891,26.933987,75.772891,28-03-2022,10:35:00,10:50:00,conditions Stormy,Low ,1,Meal ,scooter ,1,No ,Metropolitian ,(min) 26
0x2cf3 ,MUMRES15DEL03 ,27,5,19.176269,72.836721,19.266269,72.926721,16-03-2022,17:15:00,17:25:00,conditions Windy,Medium ,0,Meal ,motorcycle ,0,No ,Metropolitian ,(min) 39
0xd213 ,DEHRES07DEL02 ,28,4.7,30.362686,78.06889,30.382686,78.08889,15-02-2022,08:25:00,08:40:00,conditions Sunny,Low ,2,Buffet ,scooter ,0,No ,Urban ,(min) 22
0x7330 ,RANCHIRES14DEL03 ,36,4.2,0.0,0.0,0.09,0.09,06-03-2022,17:55:00,18:00:00,conditions Windy,Medium ,2,Snack ,scooter ,0,No ,Metropolitian ,(min) 34
0xa42b ,RANCHIRES17DEL03 ,35,4.8,23.374878,85.335739,23.464878,85.425739,31-03-2022,21:40:00,21:55:00,conditions Sandstorms,Jam ,2,Buffet ,electric_scooter ,1,No ,Urban ,(min) 27
0xe1a ,INDORES03DEL02 ,32,3.7,22.751857,75.866699,22.831857,75.946699,02-03-2022,19:15:00,19:20:00,conditions Sandstorms,Jam ,1,Drinks ,scooter ,2,No ,Metropolitian ,(min) 42
0xbab2 ,MYSRES05DEL01 ,35,4.2,12.323978,76.627961,12.393978,76.697961,08-03-2022,19:10:00,19:25:00,conditions Sandstorms,Jam ,0,Snack ,motorcycle ,2,No ,Metropolitian ,(min) 51
0x33f8 ,RANCHIRES18DEL03 ,21,5,23.351489,85.324253,23.441489,85.414253,20-03-2022,18:30:00,18:45:00,conditions Cloudy,Medium ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 32
0xbad9 ,CHENRES19DEL03 ,33,5,12.986047,80.218114,13.046047,80.278114,09-03-2022,19:00:00,19:10:00,conditions Cloudy,Medium ,1,Snack ,scooter ,0,No ,Urban ,(min) 17
0x7769 ,MUMRES06DEL03 ,27,4.7,19.055831,72.833984,19.115831,72.893984,01-03-2022,23:00:00,23:05:00,conditions Stormy,Low ,1,Buffet ,scooter ,1,No ,Metropolitian ,(min) 15
0x6cfe ,JAPRES11DEL02 ,34,4.2,26.90294,75.793007,27.03294,75.923007,02-03-2022,19:10:00,19:20:00,conditions Cloudy,Jam ,1,Drinks ,scooter ,2,No ,Metropolitian ,(min) 40
0x99e2 ,MUMRES19DEL01 ,30,4.9,19.131141,72.813074,19.14114,72.823074,26-03-2022,08:55:00,09:05:00,conditions Cloudy,Low ,2,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 17
0x58a3 ,CHENRES13DEL01 ,24,4.5,13.027018,80.254791,13.067018,80.294791,24-03-2022,15:30:00,15:35:00,conditions Stormy,Medium ,2,Buffet ,scooter ,1,No ,Metropolitian ,(min) 23
0xb5d ,VADRES11DEL02 ,35,4.1,22.308096,73.167753,22.388096,73.247753,14-03-2022,19:10:00,19:20:00,conditions Sunny,Jam ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 44
0x22df ,RANCHIRES04DEL01 ,37,4.7,23.359033,85.325347,23.429033,85.395347,02-03-2022,21:10:00,21:15:00,conditions Fog,Jam ,2,Snack ,scooter ,0,No ,Metropolitian ,(min) 44
0x57cd ,CHENRES09DEL03 ,25,4.9,13.044694,80.26147,13.104694,80.32147,01-03-2022,18:00:00,18:05:00,conditions Sunny,Medium ,1,Drinks ,motorcycle ,1,No ,NaN ,(min) 14
0xc92e ,ALHRES20DEL03 ,22,4.3,25.454697,81.834492,25.484697,81.864492,11-02-2022,19:10:00,19:25:00,conditions Fog,Jam ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 32
0x6cd ,SURRES07DEL02 ,26,4.7,21.170798,72.790489,21.250798,72.870489,12-03-2022,20:00:00,20:05:00,conditions Fog,Jam ,2,Buffet ,motorcycle ,1,No ,Urban ,(min) 31
0x9f9a ,VADRES15DEL01 ,32,4.3,0.0,0.0,0.01,0.01,07-03-2022,09:30:00,09:35:00,conditions Stormy,Low ,0,Meal ,motorcycle ,NaN ,No ,Metropolitian ,(min) 28
0x25db ,CHENRES02DEL02 ,30,4.8,13.086438,80.220672,13.166438,80.300672,18-03-2022,20:40:00,20:45:00,conditions Fog,Jam ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 48
0xbd93 ,PUNERES07DEL02 ,27,5,18.546947,73.900626,18.626947,73.980626,20-03-2022,21:35:00,21:50:00,conditions Stormy,Jam ,1,Snack ,scooter ,0,No ,Metropolitian ,(min) 15
0x9e41 ,HYDRES17DEL03 ,37,4.9,17.451976,78.385883,17.511976,78.445883,17-03-2022,21:30:00,21:45:00,conditions Windy,Jam ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 41
0x622d ,JAPRES13DEL02 ,20,4.9,26.846156,75.8023,26.976156,75.9323,06-03-2022,21:55:00,22:00:00,conditions Sunny,Jam ,0,Buffet ,motorcycle ,1,No ,Urban ,(min) 17
0xafa4 ,SURRES13DEL01 ,24,4.5,21.170096,72.789122,21.180096,72.799122,26-03-2022,11:40:00,11:55:00,conditions Stormy,High ,1,Meal ,scooter ,0,No ,Urban ,(min) 11
0x41b3 ,MYSRES15DEL01 ,20,4.6,12.352058,76.60665,12.422058,76.67665,20-03-2022,23:20:00,23:35:00,conditions Stormy,Low ,1,Meal ,motorcycle ,0,No ,Urban ,(min) 17
0x74d5 ,INDORES11DEL01 ,22,4.1,22.751234,75.88949,22.761234,75.89949,09-03-2022,08:15:00,08:25:00,conditions Windy,Low ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 26
0xcc34 ,DEHRES05DEL02 ,30,4.6,30.346994,78.062543,30.396994,78.112543,11-02-2022,18:55:00,19:00:00,conditions Fog,Medium ,2,Buffet ,scooter ,0,No ,Metropolitian ,(min) 19
0xa75f ,MYSRES010DEL01 ,38,4.4,12.321214,76.621094,12.431214,76.731094,04-04-2022,21:30:00,21:40:00,conditions Sunny,Jam ,2,Buffet ,scooter ,1,No ,Metropolitian ,(min) 32
0xd1ef ,BHPRES01DEL02 ,38,4.6,23.211529,77.419399,23.341529,77.549399,16-02-2022,23:35:00,23:45:00,conditions Stormy,Low ,1,Meal ,scooter ,NaN ,No ,Metropolitian ,(min) 16
0xad5d ,SURRES04DEL01 ,36,3.2,21.173493,72.801953,21.283493,72.911953,12-03-2022,23:00:00,23:05:00,conditions Sunny,Low ,0,Drinks ,motorcycle ,1,No ,Urban ,(min) 32
0x6d72 ,SURRES04DEL02 ,20,4.7,21.173493,72.801953,21.223493,72.851953,26-03-2022,21:10:00,21:25:00,conditions Cloudy,Jam ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 27
0xd72d ,AGRRES19DEL03 ,36,4.9,0.0,0.0,0.06,0.06,13-02-2022,22:30:00,22:40:00,conditions Cloudy,Low ,2,Snack ,scooter ,0,No ,Urban ,(min) 18
0x56c6 ,MUMRES18DEL02 ,28,5,19.1093,72.825451,19.2393,72.955451,04-04-2022,18:20:00,18:25:00,conditions Sunny,Medium ,2,Drinks ,scooter ,0,No ,Metropolitian ,(min) 11
0xade1 ,PUNERES13DEL02 ,21,4.8,18.56245,73.916619,18.61245,73.966619,11-03-2022,20:55:00,21:00:00,conditions Cloudy,Jam ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 29
0xba51 ,COIMBRES16DEL03 ,31,4.7,11.010375,76.95295,11.040375,76.98295,03-04-2022,20:15:00,20:30:00,conditions Stormy,Jam ,1,Drinks ,scooter ,1,No ,Urban ,(min) 25
0x61f2 ,MUMRES14DEL02 ,25,4.8,19.1813,72.836191,19.2013,72.856191,03-04-2022,10:15:00,10:30:00,conditions Fog,Low ,2,Drinks ,motorcycle ,0,No ,Metropolitian ,(min) 12
0xc295 ,KNPRES09DEL02 ,39,4.7,26.473698,80.352677,26.523698,80.402677,17-02-2022,20:00:00,20:05:00,conditions Cloudy,Jam ,2,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 27
0x6be3 ,JAPRES06DEL01 ,23,5,26.911927,75.797282,26.981927,75.867282,23-03-2022,20:30:00,20:40:00,conditions Cloudy,Jam ,1,Meal ,scooter ,1,No ,Metropolitian ,(min) 44
0xbff3 ,GOARES17DEL03 ,24,4.5,15.496162,73.825364,15.556162,73.885364,17-02-2022,19:35:00,19:40:00,conditions Sandstorms,Jam ,1,Drinks ,scooter ,0,No ,Metropolitian ,(min) 10
0x3c4d ,MUMRES07DEL01 ,39,4.6,19.091458,72.827808,19.201458,72.937808,25-03-2022,22:10:00,22:15:00,conditions Stormy,Low ,2,Snack ,scooter ,0,No ,Metropolitian ,(min) 25
0x4666 ,HYDRES20DEL01 ,25,4.8,17.483216,78.552111,17.593216,78.662111,04-03-2022,17:15:00,17:20:00,conditions Sandstorms,Medium ,0,Drinks ,motorcycle ,0,No ,Metropolitian ,(min) 26
0x5dcd ,HYDRES01DEL01 ,24,4.8,17.410371,78.437225,17.520371,78.547225,04-03-2022,21:15:00,21:20:00,conditions Sandstorms,Jam ,2,Snack ,scooter ,1,No ,Metropolitian ,(min) 22
0xb280 ,MYSRES05DEL02 ,34,4.4,12.323978,76.627961,12.343978,76.647961,24-03-2022,09:50:00,10:05:00,conditions Stormy,Low ,0,Drinks ,motorcycle ,0,No ,Metropolitian ,(min) 21
0x59cd ,JAPRES12DEL01 ,23,4.6,26.902908,75.792934,26.912908,75.802934,05-03-2022,10:00:00,10:05:00,conditions Windy,Low ,1,Meal ,motorcycle ,0,No ,Metropolitian ,(min) 10
0x4a46 ,HYDRES01DEL02 ,39,4.5,17.410371,78.437225,17.430371,78.457225,15-03-2022,10:45:00,10:55:00,conditions Sandstorms,Low ,1,Meal ,motorcycle ,1,No ,Urban ,(min) 23
0xc909 ,KOCRES010DEL02 ,36,5,10.035573,76.336958,10.085573,76.386958,11-02-2022,19:35:00,19:50:00,conditions Sunny,Jam ,2,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 19
0x99f0 ,RANCHIRES01DEL01 ,26,4.8,23.416792,85.316842,23.456792,85.356842,28-03-2022,12:40:00,12:55:00,conditions Windy,High ,1,Meal ,scooter ,0,No ,Metropolitian ,(min) 17
0x8e6d ,SURRES08DEL02 ,39,4.6,21.173343,72.792731,21.303343,72.922731,29-03-2022,20:10:00,20:20:00,conditions Sunny,Jam ,1,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 17
0x508 ,PUNERES12DEL02 ,NaN ,NaN ,-18.520016,-73.830547,18.570016,73.880547,13-03-2022,NaN ,23:50:00,conditions NaN,NaN ,3,Buffet ,scooter ,1,No ,Metropolitian ,(min) 30
0x32d6 ,RANCHIRES11DEL01 ,NaN ,NaN ,23.359194,85.325447,23.469194,85.435447,31-03-2022,22:45:00,22:55:00,conditions Stormy,Low ,1,Buffet ,scooter ,1,No ,Metropolitian ,(min) 27
0xe0b4 ,KOCRES04DEL01 ,27,5,9.966783,76.242981,10.076783,76.352981,18-02-2022,22:00:00,22:10:00,conditions Stormy,Jam ,1,Snack ,scooter ,1,No ,Metropolitian ,(min) 22
0xda29 ,KOCRES01DEL03 ,39,4.3,9.979363,76.285001,10.069363,76.375001,18-02-2022,23:30:00,23:40:00,conditions Cloudy,Low ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 43
0x2090 ,JAPRES17DEL03 ,33,4.2,26.892312,75.806896,26.922313,75.836896,11-03-2022,20:10:00,20:15:00,conditions Cloudy,Jam ,2,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 39
0x4060 ,RANCHIRES010DEL03 ,38,4.8,23.354422,85.3329,23.414422,85.3929,28-03-2022,19:00:00,19:10:00,conditions Sunny,Medium ,2,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 15
0xba3e ,RANCHIRES02DEL02 ,39,4.3,0.0,0.0,0.13,0.13,10-03-2022,21:20:00,21:30:00,conditions Cloudy,Jam ,1,Drinks ,motorcycle ,NaN ,No ,Metropolitian ,(min) 40
0x23e1 ,PUNERES16DEL01 ,24,4.9,18.536718,73.830327,18.606718,73.900327,02-03-2022,23:30:00,23:45:00,conditions Windy,Low ,0,Snack ,motorcycle ,1,No ,Urban ,(min) 15
0x6e59 ,VADRES04DEL02 ,30,4.8,0.0,0.0,0.13,0.13,14-03-2022,21:55:00,22:10:00,conditions Windy,Jam ,0,Meal ,motorcycle ,0,No ,Metropolitian ,(min) 42
0x6dce ,RANCHIRES07DEL03 ,32,4.7,23.359407,85.325055,23.389407,85.355055,30-03-2022,23:10:00,23:20:00,conditions Fog,Low ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 24
0xb7ff ,BANGRES07DEL01 ,32,4.1,12.978453,77.643685,13.088453,77.753685,06-04-2022,23:55:00,00:00:00,conditions Cloudy,Low ,0,Meal ,motorcycle ,2,No ,Metropolitian ,(min) 40
0x2be3 ,HYDRES09DEL01 ,29,5,17.431668,78.408321,17.501668,78.478321,02-03-2022,19:15:00,19:25:00,conditions Cloudy,Jam ,0,Snack ,motorcycle ,2,No ,Metropolitian ,(min) 48
0x698 ,MYSRES15DEL02 ,NaN ,NaN ,12.352058,76.60665,12.402058,76.65665,03-04-2022,NaN ,19:20:00,conditions NaN,NaN ,3,Snack ,scooter ,0,No ,Metropolitian ,(min) 27
0x305a ,MYSRES11DEL01 ,35,4.8,12.323225,76.630028,12.363225,76.670028,05-03-2022,12:45:00,13:00:00,conditions Sunny,High ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 20
0x8b74 ,COIMBRES06DEL01 ,28,4.6,11.021278,76.995017,11.061278,77.035017,05-04-2022,12:40:00,12:55:00,conditions Sandstorms,High ,1,Meal ,scooter ,1,No ,Metropolitian ,(min) 22
0x6dd3 ,INDORES01DEL02 ,28,5,22.695207,75.866059,22.745207,75.916059,30-03-2022,17:50:00,17:55:00,conditions Windy,Medium ,2,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 28
0x224e ,SURRES08DEL01 ,21,4.8,21.173343,72.792731,21.243343,72.862731,04-03-2022,18:55:00,19:05:00,conditions Stormy,Medium ,0,Snack ,motorcycle ,0,No ,Urban ,(min) 33
0xa363 ,HYDRES17DEL03 ,21,4.7,17.451976,78.385883,17.481976,78.415883,11-03-2022,21:35:00,21:45:00,conditions Sandstorms,Jam ,0,Drinks ,motorcycle ,0,No ,Metropolitian ,(min) 24
0x9a52 ,RANCHIRES19DEL03 ,20,4.9,23.333017,85.3172,23.423017,85.4072,18-03-2022,17:15:00,17:30:00,conditions Windy,Medium ,2,Snack ,scooter ,1,No ,Metropolitian ,(min) 27
0xd561 ,KOLRES06DEL03 ,36,4.6,22.533662,88.366217,22.593662,88.426217,17-02-2022,23:25:00,23:40:00,conditions Fog,Low ,2,Drinks ,scooter ,1,No ,Metropolitian ,(min) 19
0x3acd ,JAPRES12DEL02 ,39,4.8,26.902908,75.792934,26.952908,75.842934,26-03-2022,19:25:00,19:30:00,conditions Sunny,Jam ,2,Drinks ,electric_scooter ,1,No ,Metropolitian ,(min) 20
0xcb98 ,ALHRES17DEL02 ,31,4.8,25.45235,81.841889,25.50235,81.891889,13-02-2022,18:15:00,18:25:00,conditions Windy,Medium ,1,Meal ,motorcycle ,0,No ,Metropolitian ,(min) 26
0x55a7 ,JAPRES13DEL03 ,24,4.9,26.846156,75.8023,26.906156,75.8623,09-03-2022,22:40:00,22:55:00,conditions Stormy,Low ,2,Snack ,scooter ,0,No ,Metropolitian ,(min) 13
0x253b ,RANCHIRES11DEL02 ,25,4.6,23.359194,85.325447,23.439194,85.405447,06-03-2022,19:30:00,19:35:00,conditions Windy,Jam ,0,Meal ,motorcycle ,0,No ,Metropolitian ,(min) 25
0x7521 ,COIMBRES19DEL03 ,32,4.7,11.022298,76.998349,11.112298,77.088349,06-04-2022,22:50:00,23:05:00,conditions Sandstorms,Low ,1,Drinks ,scooter ,1,No ,Metropolitian ,(min) 26
0xd6dd ,BHPRES13DEL03 ,23,4.8,23.230791,77.43702,23.260791,77.46702,11-02-2022,18:50:00,19:00:00,conditions Windy,Medium ,2,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 22
0x81cd ,VADRES17DEL01 ,30,5,0.0,0.0,0.04,0.04,19-03-2022,13:10:00,13:25:00,conditions Stormy,High ,2,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 31
0x7713 ,CHENRES16DEL03 ,36,4.2,13.049645,80.242268,13.139645,80.332268,02-04-2022,17:55:00,18:05:00,conditions Sandstorms,Medium ,2,Buffet ,scooter ,2,No ,Urban ,(min) 38
0x4188 ,JAPRES11DEL03 ,23,4.7,26.90294,75.793007,26.99294,75.883007,27-03-2022,19:15:00,19:30:00,conditions Cloudy,Jam ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 37
0x1ee3 ,BANGRES08DEL01 ,28,4.5,12.906229,77.596791,12.946229,77.636791,07-03-2022,13:30:00,13:45:00,conditions Stormy,High ,2,Snack ,scooter ,0,No ,Metropolitian ,(min) 13
0x526e ,PUNERES08DEL01 ,25,4.6,18.53408,73.89852,18.60408,73.96852,20-03-2022,19:00:00,19:05:00,conditions Stormy,Medium ,0,Meal ,motorcycle ,0,No ,Metropolitian ,(min) 22
0xa516 ,INDORES13DEL02 ,22,4.6,22.745049,75.892471,22.875049,76.022471,20-03-2022,18:35:00,18:40:00,conditions Stormy,Medium ,2,Buffet ,scooter ,0,No ,Metropolitian ,(min) 16
0x50f7 ,COIMBRES16DEL01 ,24,4.5,11.010375,76.95295,11.050375,76.99295,17-03-2022,16:10:00,16:25:00,conditions Windy,Medium ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 17
0xd7c2 ,AGRRES18DEL03 ,23,4.7,27.161694,78.034714,27.251694,78.124714,16-02-2022,22:10:00,22:25:00,conditions Sandstorms,Low ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 17
0x5cf ,VADRES02DEL02 ,NaN ,NaN ,0.0,0.0,0.05,0.05,03-04-2022,NaN ,18:40:00,conditions Cloudy,Medium ,1,Meal ,scooter ,0,No ,Urban ,(min) 13
0x63a0 ,MUMRES18DEL02 ,22,4.8,19.1093,72.825451,19.1293,72.845451,05-03-2022,08:15:00,08:25:00,conditions Sandstorms,Low ,1,Snack ,scooter ,1,No ,Urban ,(min) 13
0x14c7 ,VADRES09DEL02 ,20,4.6,0.0,0.0,0.13,0.13,31-03-2022,22:30:00,22:45:00,conditions Sandstorms,Low ,1,Buffet ,motorcycle ,0,No ,Urban ,(min) 14
0xe017 ,KOCRES06DEL01 ,23,4.9,9.982834,76.283268,9.992834,76.293268,11-02-2022,09:15:00,09:20:00,conditions Cloudy,Low ,0,Snack ,motorcycle ,0,No ,Metropolitian ,(min) 24
0xa6d8 ,MUMRES02DEL03 ,30,4.6,19.221315,72.862381,19.311315,72.952381,18-03-2022,19:00:00,19:05:00,conditions Cloudy,Medium ,0,Buffet ,motorcycle ,2,Yes ,Metropolitian ,(min) 49
0x2a2f ,SURRES13DEL01 ,26,4.7,21.170096,72.789122,21.240096,72.859122,29-03-2022,23:30:00,23:40:00,conditions Sunny,Low ,2,Buffet ,electric_scooter ,1,No ,Metropolitian ,(min) 25
0x6ad9 ,MYSRES11DEL01 ,32,4.7,12.323225,76.630028,12.333225,76.640028,01-04-2022,09:00:00,09:05:00,conditions Windy,Low ,1,Drinks ,motorcycle ,0,No ,Metropolitian ,(min) 22
0xbed1 ,JAPRES04DEL01 ,23,4.7,26.902328,75.794257,26.972328,75.864257,14-03-2022,22:00:00,22:10:00,conditions Cloudy,Jam ,1,Snack ,motorcycle ,1,No ,Urban ,(min) 38
0x5e1f ,VADRES16DEL02 ,31,4.1,0.0,0.0,0.13,0.13,31-03-2022,17:50:00,18:05:00,conditions Sandstorms,Medium ,2,Drinks ,scooter ,1,No ,Metropolitian ,(min) 38
0x3f19 ,MUMRES14DEL03 ,28,5,19.1813,72.836191,19.2713,72.926191,06-04-2022,20:20:00,20:35:00,conditions Cloudy,Jam ,1,Buffet ,scooter ,1,No ,Urban ,(min) 34
0x3501 ,CHENRES08DEL01 ,29,4.8,13.022394,80.242439,13.092394,80.312439,27-03-2022,22:15:00,22:20:00,conditions Sandstorms,Low ,2,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 17
0x5b24 ,COIMBRES04DEL01 ,24,4.7,11.024839,77.007003,11.094839,77.077003,27-03-2022,23:30:00,23:40:00,conditions Cloudy,Low ,2,Snack ,scooter ,1,No ,Metropolitian ,(min) 20
